hex_id,lcz,svf,plan_area,wall_area_m2,height
54639,14,0.996822363893,928.75674071948,1237.9269197376248,4.88
54640,14,0.999561651844,0.0,0.0,0.0
54641,8,0.953428320105,4955.577800512,10876.977388989775,8.626666666666667
54642,14,0.971914204422,114.343406507,300.203374184905,9.43
54643,9,0.965461384966,745.142573899,1345.597637297368,7.365
54644,8,0.988291996157,298.82963089659,1157.257226748285,14.45
54645,8,0.987005396205,7753.6987627517,4265.366970814112,9.373333333333333
54646,12,0.99999892966,128.309526013,0.0,0.0
54647,12,0.999939856571,0.0,0.0,0.0
54648,14,0.999170200329,0.0,0.0,0.0
54649,14,1.0,0.0,0.0,0.0
54650,14,0.994255784586,109.813401475,717.727014106533,20.97
54651,12,0.923204347265,3123.5199141208,3914.882363230716,11.73
54652,12,0.93826825379,4367.32290044941,7491.098029476195,5.144137931034483
54653,6,0.887970788501,13159.41503315019,19131.666651482472,5.383703703703704
54654,8,0.912884477543,8752.67327784987,8378.576085539018,6.255238095238096
54655,8,0.9142689483,20936.4691148608,12533.838379770206,8.448717948717949
54656,8,0.926752356662,19289.014122444,11872.434684110143,7.989473684210527
54657,6,0.940249675617,3656.047898399,5732.080098392113,4.677307692307692
54658,6,0.903172081773,10506.55282240827,17127.502514750788,4.6301408450704225
54659,6,0.887184436185,11646.099329586115,18690.5705572881,4.460760869565218
54660,6,0.892909115754,12916.723729583891,19706.280595460845,4.625368421052632
54661,6,0.885382384478,11437.52695763991,19551.7578544825,4.56625
54662,6,0.895954572445,12729.283622103743,19605.71236005909,4.505764705882353
54663,6,0.90533123111,12789.599491174675,20003.836713564982,4.796582278481012
54664,6,0.897509748915,13794.183680207254,20248.03126098208,4.699268292682927
54665,6,0.906881834591,10103.9373481348,14329.759496805194,4.78811320754717
54666,14,0.981735815694,638.6180376969,765.3930400359231,3.9266666666666663
54667,14,0.950757877823,0.0,0.0,0.0
54668,9,0.936489650474,0.0,0.0,0.0
54669,12,0.936830499749,784.032590303,1653.007789683013,9.62
54670,14,0.915562437234,1333.8297859176,3325.1867397859837,4.873157894736842
54671,9,0.865790817739,9386.026506070511,18614.495890948794,4.587835051546391
54672,6,0.879135156359,10029.05533923095,20637.502757007875,4.627766990291262
54673,6,0.902828378178,5511.574816312397,10008.869386309694,4.991914893617022
54674,6,0.897430848039,11684.854448852479,20858.02276165422,4.474455445544555
54675,6,0.891735188894,10227.17062295347,19894.564100181124,4.913020833333333
54676,6,0.902131011548,9361.818396098313,17798.4433311991,4.833
54677,6,0.905310307539,11409.213376658541,21807.20175848211,4.630925925925926
54678,6,0.886489682208,10615.383982476225,22204.024617381594,5.019375
